index,First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills
230,aman,aman@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Youtube | Whatsapp,,Students,2023,Navsari,8.0,4,0-2 Lakh,23,yes
233,Rahul,rahul@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Whatsapp,,Students,2024,Faridabad,9.2,5,0-2 Lakh,22,no
234,Pramod,pramod@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Email,,Students,2023,Kunrool,7.9,5,0-2 Lakh,6,no
235,Vitthal,vitthal@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Email,,Students,2024,Tirupati,7.3,3,0-2 Lakh,9,no
238,Aniket,aniket@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2023,Tezpur,8.4,3,0-2 Lakh,13,yes
239,Apurva,apurva@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Others,,Students,2024,Sivasagar,6.7,7,0-2 Lakh,11,yes
240,Vaishnavi,vaishnavi@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2023,Burani,9.2,3,0-2 Lakh,12,no
241,Mayuri,mayuri@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp | Others,College,Students,2024,Dehri,7.3,4,0-2 Lakh,10,no
245,Anuja,anuja@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Others,College,Students,2024,Haijipur,9.3,5,0-2 Lakh,12,no
246,OMKAR,omkar@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2024,Jamalpur,6.4,4,0-2 Lakh,20,no
247,Sudarshan,sudarshan@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Whatsapp | Email,,Students,2023,Kaithar,8.4,7,0-2 Lakh,21,no
251,Manasi,manasi@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Youtube | Email,,Students,2024,Chandigarh,8.5,7,0-2 Lakh,16,yes
253,Sushmita ,sushmita@xyz.com,1,Art of Resume Building,Attending,d y patil institute of mca and management akurdi pune,Cloud Counselage Website,,Students,2024,Durg,9.7,5,0-2 Lakh,7,no
254,Harshal,harshal@xyz.com,1,Art of Resume Building,Attending,ap shah institute of technology ,Whatsapp,,Students,2023,Raipur,8.7,7,0-2 Lakh,20,yes
256,Gayatri,gayatri@xyz.com,1,Art of Resume Building,Attending,st xavier's college ,Whatsapp,,Students,2024,Silvassa,9.3,4,0-2 Lakh,24,no
257,Rucha,rucha@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2023,Delhi,7.6,5,0-2 Lakh,17,no
258,Suvarna,suvarna@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2023,New Delhi,6.5,7,0-2 Lakh,11,no
259,Rutuja,rutuja@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,,Students,2024,Panji,8.7,4,0-2 Lakh,21,yes
261,Shraddha,shraddha@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2023,Amreli,7.3,4,0-2 Lakh,8,no 
265,Vipul ,vipul@xyz.com,1,Art of Resume Building,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2023,Nadiad,7.1,4,0-2 Lakh,19,no
266,Nisha,nisha@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Whatsapp,,Students,2024,Navsari,7.5,3,0-2 Lakh,21,no
267,Ketan,ketan@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2024,Rajkot,7.4,3,0-2 Lakh,18,no
268,Pratiksha,pratiksha@xyz.com,1,Art of Resume Building,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,,Students,2023,Valsad,7.4,3,0-2 Lakh,8,yes
269,Aishwarya,aishwarya@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Email,,Students,2024,Faridabad,9.7,5,0-2 Lakh,8,no 
270,Pooja,pooja@xyz.com,1,Art of Resume Building,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Others,College,Students,2024,Gurugram,7.9,7,0-2 Lakh,6,yes
271,Simran,simran@xyz.com,1,Art of Resume Building,Attending,silicon institute of technology,Others,College,Students,2023,Hisar,7.2,5,0-2 Lakh,7,yes
272,Aryan,aryan@xyz.com,1,Art of Resume Building,Attending,adhiyamaan college of engineering,Others,College,Students,2023,Jind,7.1,4,0-2 Lakh,7,no
273,Sushmita,sushmita@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Others,College,Students,2024,Rewari,6.8,4,0-2 Lakh,6,no
274,Kalyani ,kalyani@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2023,Rohtak,7.1,7,0-2 Lakh,7,no
275,Purva,purva@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2024,Kangra,6.7,3,0-2 Lakh,6,yes
276,Sonal,sonal@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2024,Hamirpur,6.7,7,0-2 Lakh,8,yes
277,Pravin,pravin@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2023,Shimla,8.7,3,0-2 Lakh,5,yes
278,Mayuri,mayuri@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2024,Una,9.1,7,0-2 Lakh,30,yes
280,Riddhi,riddhi@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Baramula,7.4,7,0-2 Lakh,5,no
282,Rahul,rahul@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Whatsapp,,Students,2024,Gulmarg,8.6,4,0-2 Lakh,9,yes
283,Shubham,shubham@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2024,Punch,7.8,5,0-2 Lakh,15,no
285,Ajit,ajit@xyz.com,1,Art of Resume Building,Attending,wilson college ,Whatsapp,,Students,2023,Udhampur,8.1,5,0-2 Lakh,5,no
286,Mayuri ,mayuri@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2024,Badmi,9.5,7,0-2 Lakh,20,yes
288,Dhanashri,dhanashri@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2023,Bidar,6.2,5,0-2 Lakh,9,yes
290,Abhijeet,abhijeet@xyz.com,1,Art of Resume Building,Attending,ap shah institute of technology ,Youtube | Whatsapp,,Students,2024,Mysuru,9.5,5,0-2 Lakh,7,no
291,Mahesh,mahesh@xyz.com,1,Art of Resume Building,Attending,pillai college of engineering new panvel,Whatsapp,,Students,2023,Kollam,8.4,7,0-2 Lakh,6,yes
295,Manisha,manisha@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email | Cloud Counselage Website | Others,Interested,Students,2023,Guna,8.3,3,0-2 Lakh,23,no
296,Yogesh,yogesh@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email | Cloud Counselage Website | Others,Attend,Students,2024,Gwalior,6.3,7,0-2 Lakh,9,yes
297,Akash,akash@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Youtube,,Students,2024,Narwar,8.9,3,0-2 Lakh,7,yes
298,Dipali ,dipali@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2023,Orchha,9.5,3,0-2 Lakh,5,no 
301,Suraj,suraj@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Bhandara,6.4,7,0-2 Lakh,9,yes
302,Yogita,yogita@xyz.com,1,Art of Resume Building,Attending,wilson college ,Whatsapp,,Students,2023,Bhsawal,7.5,7,0-2 Lakh,9,no
305,Nitesh,nitesh@xyz.com,1,Art of Resume Building,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,,Students,2024,Dhule,7.6,3,0-2 Lakh,11,no
307,Arun ,arun@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2023,Thane,7.4,5,0-2 Lakh,18,yes
308,Shravani,shravani@xyz.com,1,Art of Resume Building,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2023,Navi Mumbai,9.2,7,0-2 Lakh,25,no 
309,Shivani,shivani@xyz.com,1,Art of Resume Building,Attending,adhiyamaan college of engineering,Email,,Students,2024,Nagpur,8.7,4,0-2 Lakh,8,yes
311,Sharvari,sharvari@xyz.com,1,Art of Resume Building,Attending,st xavier's college ,Youtube | Facebook | Whatsapp | Email,,Students,2023,Karli,9.2,4,0-2 Lakh,13,no
312,Shubham ,shubham@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2023,Nashik,7.2,7,0-2 Lakh,25,yes
316,Shivani,shivani@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Ulhasnagar,7.3,4,0-2 Lakh,19,yes
317,Sourabh,sourabh@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2023,Vasai,6.7,4,0-2 Lakh,13,no 
320,Pratiksha,pratiksha@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Whatsapp,,Students,2024,Cuttack,7.2,4,0-2 Lakh,10,no
321,Pradnya,pradnya@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Facebook,,Students,2024,Baleshwar,8.5,3,0-2 Lakh,10,no
322,Shraddha,shraddha@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2023,Amritsar,6.6,4,0-2 Lakh,12,yes
324,Shrinath,shrinath@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Email,,Students,2024,Sangrur,8.1,7,0-2 Lakh,21,no
327,Rutika,rutika@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2023,Barmer,9.1,3,0-2 Lakh,8,no
328,Dhanashree,dhanashree@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2024,Bikaner,7.6,5,0-2 Lakh,7,yes
329,Raksha,raksha@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Facebook,,Students,2023,Jaipur,7.8,3,0-2 Lakh,21,yes
330,Chandrakant,chandrakant@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Cloud Counselage Website,,Students,2024,Jalor,7.9,3,0-2 Lakh,5,no 
332,Rutuja,rutuja@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Email,,Students,2023,Jodhpur,8.7,3,0-2 Lakh,21,yes
334,Kartik,kartik@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Whatsapp,,Students,2023,Gangtok,8.5,3,0-2 Lakh,9,no
337,Akash ,akash@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Others,College,Students,2023,Gonda,7.3,5,0-2 Lakh,8,no
338,SONAL,sonal@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Cloud Counselage Website,,Students,2024,Ghazipur,7.3,4,0-2 Lakh,9,yes
339,Aryan ,aryan@xyz.com,1,Art of Resume Building,Attending,na,Email,,Students,2023,Ghaziabad,9.4,3,0-2 Lakh,8,yes
340,Raj,raj@xyz.com,1,Art of Resume Building,Attending,na,Cloud Counselage Website,,Students,2024,Gonda,6.6,4,0-2 Lakh,7,no 
343,Shubham ,shubham@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Email,,Students,2024,Kanpur,7.1,5,0-2 Lakh,19,no
344,Aniket,aniket@xyz.com,1,Data Visualization using Power BI,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Email,,Students,2023,Mathura,7.7,4,0-2 Lakh,17,no
346,SAKSHI,sakshi@xyz.com,1,Data Visualization using Power BI,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Email,,Students,2024,Almora,9.4,5,0-2 Lakh,8,no
347,Ajinkya,ajinkya@xyz.com,1,Data Visualization using Power BI,Attending,adhiyamaan college of engineering,Email,,Students,2023,Haora,6.7,4,0-2 Lakh,8,yes
350,Akash,akash@xyz.com,1,Data Visualization using Power BI,Attending,st xavier's college ,Cloud Counselage Website,,Students,2023,Silguri,9.5,3,0-2 Lakh,15,no
354,Shubham,shubham@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,,Students,2024,Sagar,7.3,4,0-2 Lakh,7,yes
355,Parth,parth@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,Email,,Students,2023,Satna,7.5,3,0-2 Lakh,13,yes
356,Dhruv,dhruv@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2023,Ujjain,7.6,5,0-2 Lakh,19,no 
358,Bhushan,bhushan@xyz.com,1,Data Visualization using Power BI,NAN,"priyadarshini college of engineering, nagpur ",,,Students,2024,Bhandara,6.7,3,0-2 Lakh,9,no
359,Dipak,dipak@xyz.com,1,Data Visualization using Power BI,Attending,late g. n. sapkal college of engineering,Email,,Students,2023,Buldhana,9.5,3,0-2 Lakh,17,yes
360,Aditya,aditya@xyz.com,1,Data Visualization using Power BI,Attending,"mit academy of engineering ,alandi",Facebook,,Students,2024,Jalgaon,7.9,3,0-2 Lakh,13,no
364,raghav,raghav@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,SPOC/ College Professor,,Students,2024,Nanded,8.4,5,0-2 Lakh,15,no 
366,Omkar,omkar@xyz.com,1,Data Visualization using Power BI,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Email,,Students,2023,Amritsar,9.2,7,0-2 Lakh,20,yes
367,Varsha,varsha@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",Email | Cloud Counselage Website,,Students,2023,Sangrur,7.9,5,0-2 Lakh,9,no
368,Manan,manan@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, nagpur ",Email,,Students,2024,Ajmer,9.9,3,0-2 Lakh,9,no
369,Varun,varun@xyz.com,1,Data Visualization using Power BI,Attending,new horizon institute of technology and management ,Email,,Students,2024,Barmer,9.3,5,0-2 Lakh,7,yes
370,Mohit,mohit@xyz.com,1,Data Visualization using Power BI,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2023,Bikaner,6.4,7,0-2 Lakh,21,no
372,Anmol,anmol@xyz.com,1,Data Visualization using Power BI,Attending,"mit academy of engineering ,alandi",Email,,Students,2024,Jalor,6.6,7,0-2 Lakh,16,no
375,Prathamesh,prathamesh@xyz.com,1,Data Visualization using Power BI,Attending,ap shah institute of technology ,SPOC/ College Professor,,Students,2024,Amreli,8.5,7,0-2 Lakh,24,yes
376,Vaishali,vaishali@xyz.com,1,Data Visualization using Power BI,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,,Students,2023,Dwarka,9.1,7,0-2 Lakh,17,yes
378,rishikesh,rishikesh@xyz.com,1,Data Visualization using Power BI,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2023,Junagadh,6.5,7,0-2 Lakh,8,no
380,Shailesh,shailesh@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Nadiad,7.6,3,0-2 Lakh,7,no
381,Shantanu,shantanu@xyz.com,1,Data Visualization using Power BI,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2023,Navsari,6.5,7,0-2 Lakh,25,no
383,Lalit,lalit@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp | SPOC/ College Professor,,Students,2024,Surat,9.2,4,0-2 Lakh,24,yes
384,Manasi ,manasi@xyz.com,1,Data Visualization using Power BI,Attending,st.francis institute of technology,SPOC/ College Professor,,Students,2023,Valsad,7.3,3,0-2 Lakh,8,yes
386,Mamta,mamta@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2024,Faridabad,8.3,5,0-2 Lakh,17,yes
388,Bhagyashri ,bhagyashri@xyz.com,1,Data Visualization using Power BI,Attending,a. c. patil college of engineering,SPOC/ College Professor,,Students,2024,Hisar,9.9,7,0-2 Lakh,23,no
389,Harsh,harsh@xyz.com,1,Data Visualization using Power BI,Attending,wilson college ,SPOC/ College Professor,,Students,2023,Jind,9.3,7,0-2 Lakh,19,no
391,Mayur ,mayur@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2023,Nizambad,7.5,3,0-2 Lakh,8,yes
393,SUDARSHAN ,sudarshan@xyz.com,1,Data Visualization using Power BI,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2023,Gonda,7.4,4,0-2 Lakh,7,no
394,Abhay,abhay@xyz.com,1,Data Visualization using Power BI,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,SPOC/ College Professor,,Students,2023,Ghazipur,6.7,4,0-2 Lakh,8,no
397,Vanshita ,vanshita@xyz.com,1,Data Visualization using Power BI,Attending,pillai college of engineering new panvel,Whatsapp,,Students,2024,Hamirpur,7.2,5,0-2 Lakh,7,no 
399,Jitesh,jitesh@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,Whatsapp | SPOC/ College Professor,,Students,2024,Kanpur,8.2,7,0-2 Lakh,6,no
400,Sonal,sonal@xyz.com,1,Data Visualization using Power BI,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",SPOC/ College Professor,,Students,2024,Mathura,7.1,7,0-2 Lakh,11,yes
401,Manali ,manali@xyz.com,1,Data Visualization using Power BI,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2023,Mainpuri,8.5,7,0-2 Lakh,20,no
402,Aarti,aarti@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2024,Varanasi,9.1,5,0-2 Lakh,5,no
404,Ujwala,ujwala@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2023,Alipore,6.7,4,0-2 Lakh,9,no
405,Neha,neha@xyz.com,1,Data Visualization using Power BI,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2024,Durgapur,8.2,3,0-2 Lakh,8,yes
407,Taksh,taksh@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp | SPOC/ College Professor,,Students,2023,Kolkata,8.7,7,0-2 Lakh,13,no 
409,Vaishnavi ,vaishnavi@xyz.com,1,Data Visualization using Power BI,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2024,Santipur,7.4,7,0-2 Lakh,12,yes
410,Vishnu,vishnu@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2024,Siliguri,7.3,7,0-2 Lakh,5,no
412,Milind,milind@xyz.com,1,Data Visualization using Power BI,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Siuri,9.2,4,0-2 Lakh,20,no
414,Faizan,faizan@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2023,Talmuk,7.9,7,0-2 Lakh,16,no
415,Vaidehi ,vaidehi@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2024,Siuri,9.9,5,0-2 Lakh,9,no
417,Yash,yash@xyz.com,1,Data Visualization using Power BI,Attending,d y patil institute of mca and management akurdi pune,Whatsapp,,Students,2023,Ujjain,9.6,4,0-2 Lakh,6,yes
418,Madhur ,madhur@xyz.com,1,Data Visualization using Power BI,Attending,ap shah institute of technology ,Email,,Students,2024,Vidisha,6.2,7,0-2 Lakh,8,no 
421,Khushi,khushi@xyz.com,1,Data Visualization using Power BI,Attending,st xavier's college ,Whatsapp,,Students,2024,Bhandara,9.5,5,0-2 Lakh,21,yes
423,RICKY,ricky@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,,Students,2023,Buldhana,9.9,7,0-2 Lakh,25,no
426,Rahul,rahul@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Navi Mumbai,6.3,5,0-2 Lakh,23,no
429,Omkar ,omkar@xyz.com,1,Data Visualization using Power BI,Attending,a. c. patil college of engineering,SPOC/ College Professor,,Students,2023,Patiala,7.9,5,0-2 Lakh,13,yes
431,Nikhil ,nikhil@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Email | SPOC/ College Professor,,Students,2023,Amer,6.4,5,0-2 Lakh,19,no
432,vishnu,vishnu@xyz.com,1,Data Visualization using Power BI,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,,Students,2024,Barmer,7.5,7,0-2 Lakh,18,no
434,Sonali,sonali@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Jaipur,9.9,3,0-2 Lakh,23,no
436,PARTH,parth@xyz.com,1,Data Visualization using Power BI,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Email,,Students,2024,Jhalwar,7.9,4,0-2 Lakh,9,no
